,title,company,place,salary,publish_time
1059,大数据开发工程师,上海韵达货运有限公司,上海-青浦区,1.5-3万/月,03-30
1060,网络运营经理,云南房星科技有限公司,昆明,0.7-1.5万/月,03-30
1061,用户运营专员,广州四三九九信息科技有限公司,广州,0.6-1万/月,03-30
1062,游戏数据分析师,无锡第七大道科技有限公司上海分公...,上海-闵行区,1.2-1.8万/月,03-30
1063,发行VP,广州乐牛软件科技有限公司,广州-天河区,30-50万/年,03-30
1064,数据运营专员,北京软件和信息服务业协会,北京-海淀区,0.8-1万/月,03-30
1065,短视频编导视频审核专员,成都礼道久久电子商务有限公司,成都-锦江区,4-6千/月,03-30
1066,产品经理（大数据人工智能方向）,北京初志科技有限公司,北京-昌平区,1.8-3万/月,03-30
1067,生物信息经理（商检生信开发运营）,无锡臻和生物科技有限公司,北京,1.8-2.5万/月,03-30
1068,数据分析师,广州水木星尘信息科技有限公司,广州-黄埔区,1.5-2万/月,03-30
1069,数据分析师,广东丸美生物技术股份有限公司,广州,0.8-1万/月,03-30
1070,BI产品经理,上海众言网络科技有限公司,上海-徐汇区,1.8-3.5万/月,03-30
1071,运营策划,深圳市中信网实业有限公司,深圳,1-1.5万/月,03-30
1072,英文翻译与运营,西安闪游网络科技有限公司,西安-未央区,0.5-1万/月,03-30
1073,游戏数据分析,上海骏众网络科技有限公司,上海-黄浦区,0.8-1.6万/月,03-30
1074,数据分析师,深圳万顺叫车云信息技术有限公司,深圳-宝安区,1-1.8万/月,03-30
1075,推荐算法工程师,山东国子软件股份有限公司,济南-高新区,0.8-1万/月,03-30
1076,Java高级开发工程师,上海蜜度信息技术有限公司,上海,1-1.5万/月,03-30
1077,Senior Consultant - Data & Analytics,毕马威中国 KPMG China,上海,1.2-2.5万/月,03-30
1078,数据分析师 (MJ000137),百融云创科技股份有限公司,上海-浦东新区,1.5-2.5万/月,03-30
1079,应用开发工程师（大数据方向）,中银金融商务（昆山）有限公司,昆山,1.5-2万/月,03-30
1080,JAVA主管/项目负责人,深圳市易佰网络科技有限公司,深圳-龙岗区,2-3万/月,03-30
1081,大数据分析师,华测检测认证集团股份有限公司,深圳-宝安区,1-1.5万/月,03-30
1082,JAVA开发10-15K入职即五险一金,福建中海创科技有限责任公司,福州-仓山区,1-1.5万/月,03-30
1083,数据分析师,江西华邦传媒有限公司,南昌,3-5千/月,03-30
1084,潮牌FLAM新媒体运营,杭州非暮文化创意有限公司,杭州-江干区,6-8千/月,03-30
1085,算法工程师,方正株式（武汉）科技开发有限公司...,武汉-洪山区,1-1.5万/月,03-30
1086,大数据开发经理,华院分析技术（上海）有限公司,成都-高新区,1.5-2万/月,03-30
1087,研发工程师大数据方向,青岛青软实训教育科技股份有限公司...,青岛,0.8-1.5万/月,03-30
1088,后端研发工程师,西安速度时空大数据科技有限公司,西安-雁塔区,0.8-1.5万/月,03-30
1089,Java开发工程师,佛山市元亨利贞信息科技有限公司,佛山-顺德区,4-9千/月,03-30
1090,知识图谱技术经理,武汉数文科技有限公司,武汉,10-18万/年,03-30
1091,NLP算法工程师,上海智赢健康科技有限公司,上海-静安区,2-2.5万/月,03-30
1092,电商数据分析员,武汉仕耀科技有限公司,武汉-武昌区,4-7千/月,03-30
1093,Java高级开发工程师,深圳市极客联盟网络科技有限公司,深圳-宝安区,1-2.5万/月,03-30
1094,信息部经理,广州市澳之星商贸发展有限公司,广州,0.8-1万/月,03-30
1095,会计主管,广州交投睿郡置业有限公司,广州-海珠区,12-18万/年,03-30
1096,大数据开发工程师,江苏徐工信息技术股份有限公司,南京-雨花台区,1.2-2.4万/月,03-30
1097,微信商城/微商城运营经理,深圳市欧莎世家服饰有限公司,深圳,20-60万/年,03-30
1098,大数据开发工程师,广州市双照电子科技有限公司,佛山-南海区,1.2-1.8万/月,03-30
1099,产品运营（小程序增长方向）,东方明珠新媒体股份有限公司,上海-徐汇区,1.5-2万/月,03-30
1100,数据分析师,赛速科技,西安-雁塔区,3-4.5千/月,03-30
1101,IT审计项目经理,致同会计师事务所深圳分所,深圳,0.7-1.1万/月,03-30
1102,数据分析师,飞诊健康科技（上海）有限公司,上海-黄浦区,1.5-2万/月,03-30
1103,人工智能（AI）工程师,浙江青草地控股集团有限公司,异地招聘,1-1.5万/月,03-30
1104,一份靠谱的销售工作 大平台 长发展,山东链家房地产经纪有限公司济南第...,济南-天桥区,0.8-1万/月,03-30
1105,系统开发岗,杭州银行股份有限公司,杭州-下城区,,03-30
1106,统计分析师,上海弈格思商务信息咨询有限公司,上海-杨浦区,1-1.2万/月,03-30
1107,CRM 经理,冠亚名表城（上海）贸易有限公司,上海-静安区,1.2-1.5万/月,03-30
1108,大客户销售实习生（数据天空）,成都成电大学科技园孵化器有限公司...,成都-郫都区,2-3千/月,03-30
1109,需求计划专员,德尔未来科技控股集团股份有限公司...,苏州-吴江区,4-8千/月,03-30
1110,活动策划（线上）,广信科教集团有限公司,武汉,0.5-1万/月,03-30
1111,数据分析师,深圳上上城商业管理有限公司,深圳-南山区,1-1.5万/月,03-30
1112,大数据 工程师 全职\***,创能国瑞（中国）科技有限公司（C...,上海-黄浦区,2-3万/月,03-30
1113,大数据开发工程师,众享(广州)科技有限公司,广州-天河区,3.5-4万/月,03-30
1114,微商城运营,上海德厚家居有限公司,上海-黄浦区,0.8-1.4万/月,03-30
1115,算法工程师,中能瑞通（北京）科技有限公司,北京-昌平区,1-2万/月,03-30
1116,数据分析科学家,领星生物科技（上海）有限公司,上海-浦东新区,1.4-2万/月,03-30
1117,ETL开发工程师,上海意臣信息科技有限公司,上海-徐汇区,1.2-1.8万/月,03-30
1118,Python爬虫开发工程师,广州金科企业征信有限公司,广州-天河区,0.6-1万/月,03-30
1119,总裁助理,重庆憨牛科技有限公司,重庆-九龙坡区,0.8-1万/月,03-30
1120,智能化和信息化会计教师,云南工商学院,昆明,0.6-1万/月,03-30
1121,系统管理员,壮都通信股份有限公司,南宁,3-4千/月,03-30
1122,运营产品策划主管,云南大道光程智慧泊车运营管理有限...,昆明-五华区,8-10万/年,03-30
1123,算法工程师,清科集团,北京-朝阳区,2.5-3万/月,03-30
1124,数据分析专员,上海皇家网络科技有限公司,上海-静安区,6-8千/月,03-30
1125,数据分析师,上海众结网络科技有限公司,上海-闵行区,0.8-1万/月,03-30
1126,家居买手,上海小绵羊智能家居科技有限公司,上海-嘉定区,5-8千/月,03-30
1127,ETL开发工程师,广州粤信科技有限公司北京分公司,湘西,0.6-1万/月,03-30
1128,计算机抗体药物发现/工程研究员-北京-00421,保诺科技（北京）有限公司,北京-昌平区,0.8-1.6万/月,03-30
1129,（运维部）高级系统工程师,广州电子口岸管理有限公司,广州-黄埔区,1-1.5万/月,03-30
1130,微淘运营,浙江麒腾品牌策划有限公司,杭州-滨江区,4-6千/月,03-30
1131,综合服务部运维主管,荣怀集团有限公司,绍兴,6-8千/月,03-30
1132,算法工程师,广东华讯工程有限公司,石家庄,1-1.5万/月,03-30
1133,算法工程师,重庆傲雄在线信息技术有限公司,重庆-渝北区,1.8-3万/月,03-30
1134,算法开发工程师,杭州鲁尔物联科技有限公司,杭州-余杭区,1-2万/月,03-30
1135,数据分析师,广州艾美网络科技有限公司,广州-番禺区,1.3-1.8万/月,03-30
1136,大数据开发工程师,中兴仪器（深圳）有限公司,西安-高新技术...,1-1.5万/月,03-30
1137,Python开发工程师,太平洋网络,广州,1.5-2.5万/月,03-30
1138,数据统计员,深圳市锐马物流有限公司,深圳-盐田区,3-4.5千/月,03-30
1139,链家地产诚聘房产销售精英,陕西贝壳闹海房地产经纪有限公司,西安-高新技术...,3.5-8千/月,03-30
1140,产品助理,拉卡拉支付集团（华东区域）,无锡,6-8千/月,03-30
1141,供应链策略算法工程师(J10244),西域供应链（上海）有限公司,上海-浦东新区,1.5-2万/月,03-30
1142,Java开发工程师,山东卡尔电气股份有限公司,威海,0.6-1.2万/月,03-30
1143,互联网大数据架构/云计算工程师,西安伯恩人力资源咨询有限公司,西安,1.5-2万/月,03-30
1144,诚聘房产精英,山东链家房地产经纪有限公司,济南,0.5-1万/月,03-30
1145,政策研究工程师,东莞市优赛科创企业管理咨询有限公...,东莞-松山湖区,8-10万/年,03-30
1146,数据运营,广州市魔幻科技有限公司,广州-天河区,0.9-1.5万/月,03-30
1147,物流方向管培生（2020届）,华润万家有限公司,深圳-罗湖区,6.5-8.5千/月,03-30
1148,财务经理,江苏汇鸿国际集团商务有限公司,南京,15-18万/年,03-30
1149,数据分析师-W-T,上海古道商务咨询有限公司,武汉,4-6千/月,03-30
1150,.NET 开发工程师,广州春晓信息科技有限公司,广州-番禺区,6-8千/月,03-30
1151,大数据分析业务专家,北京中恒博瑞数字电力科技有限公司...,西宁,7-9千/月,03-30
1152,大数据开发工程师,江苏中威科技软件系统有限公司,南通,0.8-1万/月,03-30
1153,Java开发工程师,锡山区东北塘御龙机械加工厂,无锡-惠山区,0.8-1万/月,03-30
1154,风险模型分析,上海尚诚消费金融股份有限公司,上海-长宁区,2.5-3万/月,03-30
1155,（链家）诚招实习生/毕业生/应届生+无责底薪,沈阳房江湖信息科技有限公司世纪路...,沈阳-铁西区,3-4.5千/月,03-30
1156,助理运营经理,杭州美新信息技术有限公司,杭州,4.5-6千/月,03-30
1157,数据分析主管（IT方向）,盐津铺子食品股份有限公司,长沙,1-1.5万/月,03-30
1158,大数据开发工程师（2020校招岗位）,广东好太太科技集团股份有限公司,异地招聘,6-9千/月,03-30
1159,大数据开发工程师,成都华泰燃气设备有限公司,成都-高新区,1-1.5万/月,03-30
1160,物流数据分析总监,金光纸业（中国）投资有限公司（A...,上海-长宁区,1.5-3万/月,03-30
1161,仓储规划岗,中国邮政速递物流股份有限公司,北京-西城区,,03-30
1162,数据建模分析师,气味图书馆,上海-闵行区,1.5-2万/月,03-30
1163,运筹优化算法工程师,成都国翼电子技术有限公司,成都-高新区,2-3万/月,03-30
1164,高级搜索工程师,达观数据,上海-浦东新区,2-3.5万/月,03-30
1165,数据分析师（高薪诚聘）,成都运达科技股份有限公司,成都,15-25万/年,03-30
1166,小说运营（大小周）,联合创富文化传媒（深圳）有限公司...,深圳-南山区,0.5-1万/月,03-30
1167,产品经理,上海全成通信技术有限公司,上海,1.5-2.5万/月,03-30
1168,软件开发工程师,柳州五菱柳机动力有限公司,柳州,6-8千/月,03-30
1169,数据分析师,广州市爱莲化妆品有限公司,广州-白云区,4-8千/月,03-30
1170,数据分析师,同方知网（北京）技术有限公司,北京,0.8-1万/月,03-30
1171,商务BD,北京数字一百市场咨询有限公司,异地招聘,0.8-1.2万/月,03-30
1172,D-L2-Hadoop 开发工程师(中/高级),上海罗盘信息科技有限公司,上海-黄浦区,1.5-2万/月,03-30
1173,AI数据运营工程师,无限极（中国）有限公司,广州-天河区,1-1.5万/月,03-30
1174,研发总监,湖南科创信息技术股份有限公司,长沙,1.5-2.5万/月,03-30
1175,数据科学家和业务分析师,珠海市横琴博贤智能科技有限公司,珠海-香洲区,1-3万/月,03-30
1176,图像处理工程师,上海芯像生物科技有限公司,上海-浦东新区,2-3万/月,03-30
1177,量化投资助理,浙江腾北投资管理有限公司,杭州-拱墅区,4.5-6千/月,03-30
1178,游戏数据分析师,深圳市尚游网络科技有限公司,深圳-南山区,1-2万/月,03-30
1179,应用架构师,广州市泽晖珩信科技有限责任公司,广州-越秀区,2-3万/月,03-30
1180,IT主管,金刚品牌管理（上海）有限公司,上海-杨浦区,0.8-1.2万/月,03-30
1181,数据开发工程师,乐友国际商业集团有限公司,北京,1.5-2万/月,03-30
1182,数据分析师,广州美芝澳化妆品有限公司,广州-海珠区,10-15万/年,03-30
1183,数据专员,久游网,上海-虹口区,,03-30
1184,计算化学科学家,上海齐鲁制药研究中心有限公司,上海-浦东新区,3-6万/月,03-30
1185,0324IH-橙星管培生（数统）,中国平安财产保险股份有限公司无锡...,无锡-滨湖区,10-15万/年,03-30
1186,APP运营总监（知识付费）,广州家慧库信息科技有限公司,广州-天河区,1.5-2.5万/月,03-30
1187,德佑/中环/21世纪/住商/房产销售/包住,武汉链家宏业房地产经纪有限公司,武汉,0.8-1.2万/月,03-30
1188,数据分析师,浪潮世科有限公司,广州,0.8-1万/月,03-30
1189,高级数据分析师(J10074),赛诺贝斯（北京）营销技术股份有限...,南京-浦口区,1-1.5万/月,03-30
1190,大数据算法工程师,吉林省吉林祥云信息技术有限公司,长春-净月经济...,1-1.5万/月,03-30
1191,汽车技术数据员,武汉品致汽车技术有限公司,武汉-武汉经济...,3-4.5千/月,03-30
1192,架构师,瑞幸咖啡（中国）有限公司,厦门,1.5-3万/月,03-30
1193,助教-数据科学硕士项目,香港中文大学（深圳）高等金融研究...,深圳-龙岗区,1-1.5万/月,03-30
1194,情报分析工程师-深圳-01184,任子行网络技术股份有限公司,深圳,0.8-1.3万/月,03-30
1195,网校运营总监,广州天才密码教育科技有限公司,广州-白云区,3-5万/月,03-30
1196,大数据开发工程师（双休，14薪）,武汉华工科固建筑技术工程有限公司...,武汉-洪山区,4.5-8千/月,03-30
1197,销售数据分析专员,上海运佳黄浦制药有限公司,上海-浦东新区,0.8-1万/月,03-30
1198,数据分析与建模（生物经济与生物地产）,火石创造（医健产业大数据）,杭州-滨江区,1.5-3万/月,03-30
1199,算法工程师,陕西育才教育科技有限公司,西安-高新技术...,1.5-2.5万/月,03-30
1200,博士后,浙江未来技术研究院（嘉兴）,异地招聘,1-1.5万/月,03-30
1201,方法工程师（双休）,成都晶石石油科技有限公司,成都,0.8-1万/月,03-30
1202,量化风控经理（深圳）,墨智科技（深圳）有限公司,深圳-南山区,1.5-3万/月,03-30
1203,品牌线上运营,苏州优安居网络科技有限公司,苏州-工业园区,5-8千/月,03-30
1204,高级生物信息工程师,深圳裕策生物科技有限公司,深圳-盐田区,1.5-2万/月,03-30
1205,数据分析,科升通讯（苏州）有限公司,异地招聘,0.8-1.5万/月,03-30
1206,房产销售代表/实习生/管培生/储备干部/底薪4000,辽宁贝壳房地产经纪有限公司,沈阳-浑南区,4.5-6千/月,03-30
1207,高级数据分析工程师,哈尔滨工业大学软件工程股份有限公...,哈尔滨,0.8-1.2万/月,03-30
1208,数据分析师（高级）,中福彩科技发展（北京）有限公司,北京-朝阳区,2-2.5万/月,03-30
1209,数据分析师/广告优化师（商务风控方向）,萌牙家电动牙刷,宁波,1.2-1.5万/月,03-30
1210,运营经理（红门智慧停车）,红门智能科技股份有限公司,深圳-龙岗区,1.5-2万/月,03-30
1211,数据建模分析,北京泛鹏天地科技股份有限公司,北京,0.7-1.4万/月,03-30
1212,数据专员,瑞博恩互联网金融信息服务（上海）...,上海-嘉定区,7-8千/月,03-30
1213,风控模型专家,上海黑瞳信息技术有限公司,上海-浦东新区,4-7万/月,03-30
1214,数据分析师,平潭中烁网络科技有限公司,广州-海珠区,1.2-2万/月,03-30
1215,自然语言处理工程师,郑州紫硅信息技术有限公司,郑州-金水区,1.5-2.5万/月,03-30
1216,数据安全分析师,北京亚鸿世纪科技发展有限公司,武汉,1-1.5万/月,03-30
1217,大数据分析师,中电科嘉兴新型智慧城市科技发展有...,嘉兴,0.8-1.2万/月,03-30
1218,外资招聘算法工程师/高级算法工程师,上海科之锐人才咨询有限公司,北京-朝阳区,2-2.5万/月,03-30
1219,算法工程师—2020届实习生,长威信息科技发展股份有限公司,福州,,03-30
1220,算法开发工程师,珠海大横琴科技发展有限公司,珠海-横琴新区,,03-30
1221,BI工程师/数据库工程师,北京十环信息总公司,北京-西城区,0.8-1万/月,03-30
1222,销售部负责人,顺丰运输(南京)有限公司,南京-江宁区,1.5-3万/月,03-30
1223,短视频编剧（短视频）,晨殿（北京）文化传媒有限公司大连...,大连-中山区,4.5-6千/月,03-30
1224,架构师,北京国研数通软件技术有限公司,北京-东城区,1.5-3万/月,03-30
1225,大数据架构师,广州宇中网络科技有限公司,广州-天河区,1-1.2万/月,03-30
1226,CIM自动化工程师,杭州士兰集成电路有限公司,杭州,0.8-1.6万/月,03-30
1227,Hadoop中级工程师,路人甲传媒广告（北京）有限公司,北京-石景山区,1-1.5万/月,03-30
1228,物流经理,绿地众选（上海）国际贸易有限公司...,上海-徐汇区,1.5-2万/月,03-30
1229,游戏项目经理,广州鼎盛互动网络科技有限公司,广州-天河区,2.5-4万/月,03-30
1230,游戏AI高级系统工程师,深圳市火元素网络技术有限公司,深圳,1.5-2万/月,03-30
1231,AI数据科学家,广州特道信息科技有限公司,广州-越秀区,1.5-2.5万/月,03-30
1232,算法工程师,成都夸克蚂蚁科技有限公司,成都-高新区,0.6-1.4万/月,03-30
1233,自然语言处理算法工程师,北京三星通信技术研究有限公司,北京-朝阳区,1.5-2.5万/月,03-30
1234,Java开发工程师,武汉竞诚法律咨询服务有限责任公司...,武汉-洪山区,6-8千/月,03-30
1235,数据分析,联童有限公司,南京-秦淮区,0.7-1.2万/月,03-30
1236,高级java软件工程师,深圳市广通软件有限公司,深圳-福田区,0.9-1.5万/月,03-30
1237,大数据高级工程师,民航成都电子技术有限责任公司,成都-武侯区,15-25万/年,03-30
1238,网络优化专员,上海凯银出国留学服务有限公司,杭州-下城区,6-8千/月,03-30
1239,高级数据分析师,广州北鱼网络科技有限公司,广州-天河区,1-2万/月,03-30
1240,CTO（事业合伙人）,北京万家绿色信用评级有限公司,北京-西城区,20-30万/年,03-30
1241,大数据算法工程师,西安易流物联科技有限公司,西安-高新技术...,1-2万/月,03-30
1242,算法工程师,南京汇银迅信息技术有限公司,南京-建邺区,1.2-2.4万/月,03-30
1243,大数据开发资深工程师,苏州佳祺仕信息科技有限公司,苏州-高新区,1.5-3万/月,03-30
1244,大数据开发工程师,深圳市万铭达数码科技开发有限公司...,深圳-龙岗区,1-1.5万/月,03-30
1245,数据分析师,同程艺龙,苏州-工业园区,0.8-1万/月,03-30
1246,大数据开发工程师,南京中卫信软件科技有限公司,无锡-无锡新区,1.5-2万/月,03-30
1247,小程序运营,深圳市七度银匠世家实业有限公司,深圳-罗湖区,0.8-1.2万/月,03-30
1248,高级数据分析经理,达达-京东到家,上海-杨浦区,3-5万/月,03-30
1249,大数据物联网产品经理,广州谐和信息科技发展有限公司,广州,1.5-2万/月,03-30
1250,产品运营经理,上海创业接力科技金融集团有限公司...,上海-杨浦区,1-1.5万/月,03-30
1251,软件数据工程师,陕西双创军民融合科技研究院有限责...,西安-碑林区,3-4.5千/月,03-30
1252,信息咨询顾问,中国化工信息中心有限公司,广州-越秀区,10-14万/年,03-30
1253,AI Data Scientist,智民企业咨询管理（深圳）有限公司...,上海-浦东新区,4-5万/月,03-30
1254,高级生物信息分析工程师,厦门承葛生物科技有限公司,厦门,0.8-1.4万/月,03-30
1255,产品经理（大数据）,屈臣氏个人用品商店有限公司,广州-越秀区,1-1.7万/月,03-30
1256,项目负责人+双休工作餐,广州玖富网络科技有限公司,广州-天河区,3-4万/月,03-30
1257,算法专家,上海擎创信息技术有限公司,上海-浦东新区,2-5万/月,03-30
1258,系统分析员,深圳市思科泰技术股份有限公司,深圳-南山区,1-2万/月,03-30
1259,电商运营/天猫店长/运营,西安紫旭企业文化传播股份有限公司...,西安,0.4-1.5万/月,03-30
1260,金融工程师,锦珂国际有限公司,上海-闵行区,40-50万/年,03-30
1261,主控算法工程师,长沙万为机器人有限公司,长沙,1.5-2万/月,03-30
1262,信息化大数据应用规划顾问,时代鼎典工程咨询有限公司,广州-越秀区,1-2.5万/月,03-30
1263,质检客服专员,广东明世教育集团有限公司,广州-番禺区,4-6千/月,03-30
1264,数据统计员,广州永九美生物科技有限公司,广州-白云区,3-4.5千/月,03-30
1265,品牌主管,南京聚焦餐饮管理有限公司,南京-秦淮区,6-8千/月,03-30
1266,机器学习工程师,北京国双科技有限公司,深圳,1.8-2.5万/月,03-30
1267,广告运营经理,江西省风调雨顺网络科技有限公司,南昌-青山湖区,1-1.5万/月,03-30
1268,数据分析师,无锡海岸电子科技有限公司,无锡-梁溪区,4-8千/月,03-30
1269,算法工程师（推荐方向）,武汉市楚天鸿大科技有限公司,杭州-西湖区,2-2.5万/月,03-30
1270,数据分析师,杭州火奴数据科技有限公司,杭州-西湖区,5-6千/月,03-30
1271,客户运营,创智和宇信息技术股份有限公司,长沙-岳麓区,5-8千/月,03-30
1272,大数据开发工程师,卓望数码技术（深圳）有限公司,北京-西城区,1.5-2万/月,03-30
1273,大数据算法分析主任工程师,天合光能股份有限公司,常州-新北区,2.5-3.5万/月,03-30
1274,风控模型总监 (MJ000163),信用飞,上海-长宁区,4-5万/月,03-30
1275,新媒体运营,真叫卢俊和他的朋友们（上海）商务...,上海-静安区,1-1.5万/月,03-30
1276,物联网技术总监,德能森智能科技（成都）有限公司,成都,1.5-2万/月,03-30
1277,商业分析师,深圳市香蜜闺秀服饰有限公司,深圳,6-8千/月,03-30
1278,Java开发工程师,上海永映软件有限公司,杭州-西湖区,1-1.5万/月,03-30
1279,数据分析师,广州颜如玉生物科技有限公司,广州-天河区,0.8-1.2万/月,03-30
1280,数据管理岗,JD京东商城（西安分公司）,西安-灞桥区,6-8千/月,03-30
1281,高级java开发工程师,上海安畅网络科技股份有限公司,上海,2-2.5万/月,03-30
1282,高级生物信息工程师,北京康普森生物技术有限公司,北京-昌平区,1-2万/月,03-30
1283,临床统计经理,广州博济医药生物技术股份有限公司...,广州-天河区,1.2-2万/月,03-30
1284,数值策划师,青岛蓝际网络科技有限责任公司,青岛-崂山区,5-9千/月,03-30
1285,数据运营岗,招银金融信息服务（深圳）有限公司...,深圳-福田区,6-8千/月,03-30
1286,IT信息主管,UO男装（总部）,杭州-余杭区,0.7-1万/月,03-30
1287,平台软件开发工程师（J2EE/JAVA方向）,精伦电子股份有限公司,武汉,0.8-1万/月,03-30
1288,AI,塔塔信息技术（中国）股份有限公司...,上海-浦东新区,1.5-2万/月,03-30
1289,数据建模师/数据科学家,长春金赛药业股份有限公司,上海-徐汇区,1-2万/月,03-30
1290,人工智能工程师,北京安德医智科技有限公司,北京-丰台区,2.2-2.5万/月,03-30
1291,JAVA开发工程师,北京华电通达科技有限公司,南京-江宁区,0.6-1.2万/月,03-30
1292,数据专员,百安居（中国）投资有限公司,上海-浦东新区,6-8千/月,03-30
1293,数据分析师,乐易数据有限公司,天津-滨海新区,0.5-1万/月,03-30
1294,产品经理,鉴真防务技术（上海）有限公司,青岛-李沧区,1-1.5万/月,03-30
1295,Java开发工程师,宁波鸿裕工业有限公司,宁波-北仑区,1-1.5万/月,03-30
1296,数据采集工程师,广州市海悦信息科技有限公司,广州-海珠区,1.5-2万/月,03-30
1297,高级算法工程师,杭州智嘉企业管理咨询有限公司,杭州-滨江区,1.5-2.5万/月,03-30
1298,数据分析师,同望科技股份有限公司,珠海,1-1.5万/月,03-30
1299,算法工程师,深圳微点生物技术股份有限公司,深圳-宝安区,1.2-2万/月,03-30
1300,大数据开发工程师,厦门唐普信息技术有限公司,上海-徐汇区,2-3万/月,03-30
1301,大数据开发工程师,零壹智库信息科技（北京）有限公司...,异地招聘,1.5-2万/月,03-30
1302,Python开发工程师,北京科电航宇空间技术有限公司,成都-青羊区,1-1.5万/月,03-30
1303,数据分析师,森浦Sumscope,漫波-鄞州区,6-8千/月,03-30
1304,大数据开发工程师,广州市凝智科技有限公司,广州,0.8-1万/月,03-30
1305,教学设计师（数据分析方向）,江苏人加信息科技有限公司,北京-昌平区,1-1.6万/月,03-30
1306,研究员,苏州市精邃统计师事务所有限公司,苏州-吴江区,0.5-1万/月,03-30
1307,数据分析师（跨境电商）,上海欧泓贸易有限公司,上海-闵行区,6-8千/月,03-30
1308,数据分析师,青岛清数生态文明研究院有限公司,青岛-城阳区,5-8千/月,03-30
1309,数据分析工程师,北京新兴东方航空装备股份有限公司...,北京-海淀区,2.5-5万/月,03-30
1310,新媒体运营,广东逸成教育信息咨询有限公司,广州-天河区,6-8千/月,03-30
1311,数据分析师(业务方向),广州速道信息科技有限公司,广州-海珠区,0.8-1.5万/月,03-30
1312,数据分析师（大数据金融风控方向）,广东中创万顺信息技术有限公司,广州-黄埔区,1-1.5万/月,03-30
1313,高级市场研究员,深圳市云房网络科技有限公司,深圳-南山区,1-1.5万/月,03-30
1314,算法分析工程师,广东海启星海洋科技有限公司,广州-番禺区,0.8-1.5万/月,03-30
1315,金融工程研究员,上海泰唯信投资管理有限公司,上海,1-1.5万/月,03-30
1316,大数据架构师,厦门中软海晟信息技术有限公司,厦门,2-3万/月,03-30
1317,数据统计主管,江苏圣象木业有限公司,上海-浦东新区,0.6-1万/月,03-30
1318,AI算法工程师,青岛聚好联科技有限公司,青岛-崂山区,1-2万/月,03-30
1319,数据分析师G00011,杭州斯凯网络科技有限公司,杭州,1-2万/月,03-30
1320,数据运营经理,广州泊客互联科技有限公司,广州-黄埔区,0.6-1.2万/月,03-30
1321,算法工程师,陕西星邑空间技术有限公司,西安-雁塔区,1-1.6万/月,03-30
1322,算法工程师,湖南安存科技有限公司,长沙-开福区,1-1.5万/月,03-30
1323,数据分析师,上海水星家用纺织品股份有限公司,上海,0.8-1.5万/月,03-30
1324,数据分析师,广西扬翔股份有限公司,贵港,0.7-1.5万/月,03-30
1325,运营总监,上海联影智慧医疗投资管理有限公司...,上海-嘉定区,2-6万/月,03-30
1326,数据仓库工程师,马应龙药业集团股份有限公司,武汉-洪山区,1-1.5万/月,03-30
1327,质量管理中心-高级数据监控工程师(J14712),金风科技-风机单元-质控中心,北京,1.5-2.5万/月,03-30
1328,临床数据分析专员,广州天鹏计算机科技有限公司,广州-天河区,1-1.5万/月,03-30
1329,新媒体运营（策划方向）,广东优普道信息科技有限公司,广州-番禺区,0.8-1万/月,03-30
1330,APP产品经理,深圳市索爱无线互联科技有限公司,深圳-宝安区,1-2万/月,03-31
1331,IT经理,四川天兆猪业股份有限公司,重庆,0.8-1.5万/月,03-30
1332,大数据开发工程师,云南联横利众科技有限公司,昆明-五华区,0.5-1.5万/月,03-30
1333,数据治理,苏州希格玛科技有限公司,苏州,0.8-1.2万/月,03-30
1334,数据产品经理助理,上海东方怡动信息技术有限公司,上海-浦东新区,4-8千/月,03-30
1335,数据处理专员,杭州玩朝科技有限公司,杭州-萧山区,4.5-7千/月,03-30
1336,PPC/CPC广告 亚马逊广告投放（丰厚奖金）,深圳黑白红电子商务有限公司,深圳-龙华新区,1-2万/月,03-30
1337,算法工程师,浙江墨煌信息科技有限公司,嘉兴,0.8-1.3万/月,03-30
1338,日语外贸跨境电商运营专员AMZON等销售员,宁波市镇海立帛贸易有限公司,漫波-镇海区,0.3-1万/月,03-30
1339,市场分析 Marketing,JDING信息咨询公司,上海-静安区,0.8-1.5万/月,03-30
1340,医学联络员,羿尊生物医药（上海）有限公司,杭州-滨江区,0.6-1万/月,03-30
1341,平台技术总监,上海游陆信息科技有限公司,上海-闵行区,2.5-3万/月,03-30
1342,数据分析专员\Data Specialist,Haily (China) International,上海-黄浦区,0.8-1万/月,03-30
1343,售后服务经理,深圳市帝迈生物技术有限公司,深圳-光明新区,1-1.6万/月,03-30
1344,自媒体运营主管,宁波市智能制造技术研究院,漫波-海曙区,4-7千/月,03-30
1345,金融科技管理总部-大数据研发工程师（校招）,东莞证券股份有限公司,异地招聘,1-1.5万/月,03-30
1346,液奶安徽营销总部直属数据分析主管（行销）,内蒙古伊利实业集团股份有限公司液...,合肥-蜀山区,1-1.5万/月,03-30
1347,高级Java工程师（会务子公司）,深圳市艾比森光电股份有限公司,深圳-龙岗区,1.6-2.2万/月,03-30
1348,商品专员,广州莫妮卡科技有限公司,广州-番禺区,4.5-6千/月,03-30
1349,大数据模型主任/高级主任,深圳前海新心数字科技有限公司,广州-天河区,2-3万/月,03-30
1350,大数据开发工程师,亚信科技（成都）有限公司,成都,1.5-2.5万/月,03-30
1351,社交电商运营经理,森田,上海-闵行区,1.2-1.5万/月,03-30
