,title,company,place,salary,publish_time
0,催收专员,交通银行股份有限公司太平洋信用卡...,佛山,0.6-1.5万/月,11-26
1,电话催收专员（双休+住宿）,易迅（深圳）客户服务有限公司,深圳-福田区,0.5-1万/月,11-26
2,纯接听客服/催收专员 底薪5000,武汉市优杰创信息科技有限公司,武汉-洪山区,0.8-1万/月,11-26
3,高薪直聘风控催收专员,青岛联信商务咨询有限公司上海分公...,上海-浦东新区,1.5-2万/月,11-26
4,高级贷款催收专员6k+,律正投资管理（上海）有限公司武汉...,武汉,0.8-1万/月,11-26
5,催收专员,武汉市普罗米斯小额贷款有限公司,武汉,3.7-4.2千/月,11-26
6,电话催收专员,广东德律信用管理股份有限公司,广州,6-8千/月,11-26
7,蚂蚁花呗信用卡催收专员+龙岗,深圳市通联客服中心有限公司,深圳-龙岗区,0.6-1.2万/月,11-26
8,合规信用卡催收专员（非销售岗）,信达利（福州）企业管理咨询有限公...,重庆-江北区,0.4-1万/月,11-26
9,公积金800+6险2金+1万起催收专员银行客服专员销售代表,安徽荣耀前程信息科技有限公司,合肥-滨湖新区,4.4-8.9千/月,11-26
10,电话催收专员,上海欣融汇金融信息服务有限公司,上海-虹口区,0.3-1.5万/月,11-26
11,催收专员(无责保底3000+社保+单双休+带薪年假）,中融国信（北京）资产管理有限公司...,郑州,0.7-1.1万/月,11-26
12,催收专员（无责底薪+高提成+做五休二）,湖北赫诚律师事务所,武汉-武昌区,1-1.5万/月,11-26
13,电话催收专员（五险一金）,CBC（北京）信用管理有限公司上海...,上海-宝山区,6-8千/月,11-26
14,电话催收专员,上海佩琪信息技术有限公司,广州-海珠区,0.6-1.2万/月,11-26
15,信用卡催收专员,深圳万融盛世企业管理咨询有限公司...,宁波-江北区,0.6-1.5万/月,11-26
16,5000保底+M1逾期催收专员,深圳市华旺欣实业有限公司,深圳-龙华新区,0.6-1.2万/月,11-26
17,XD-5K+电话催收专员+五险一金,珠海信盟科技发展有限公司,重庆-渝北区,4-6千/月,11-26
18,催收专员,上海你我贷互联网金融信息服务有限...,上海-浦东新区,1-1.5万/月,11-26
19,催收专员底薪5000,上海梵梦骊教育科技有限公司,上海-宝山区,0.8-1万/月,11-26
20,高薪聘请电话催收专员,成都元正商务咨询有限公司,武汉-洪山区,0.8-1万/月,11-26
21,福田区/底薪4400起银行电话催收专员,深圳市都给力数码科技有限公司,深圳-福田区,0.8-1万/月,11-26
22,电话客服催收专员,深圳市深巨元信用咨询有限公司,常州-武进区,0.6-1万/月,11-26
23,电话催收专员 做五休二+餐费补助+月薪8000起,上海谋宏信息科技有限公司,上海-浦东新区,0.8-1万/月,11-26
24,物业费催收专员,天津法诚法律咨询有限公司苏州分公...,苏州-姑苏区,4.5-6千/月,11-26
25,信用卡逾期催收专员,广东浩传管理服务有限公司武汉分公...,武汉,0.5-1万/月,11-26
26,带薪培训不销售信用卡催收专员,律正投资管理（上海）有限公司,南京-玄武区,0.8-1万/月,11-26
27,急聘 信用卡电话催收专员,北京互连众信科技有限公司,重庆-渝北区,0.8-1万/月,11-26
28,高薪催收专员,湖南微金塾网络科技有限公司,长沙-芙蓉区,6-8千/月,11-26
29,催收专员,广东浩传管理服务有限公司深圳分公...,深圳-宝安区,6-8千/月,11-26
30,催收专员,中安信业创业投资有限公司,深圳-龙岗区,6-8千/月,11-26
31,银行催收专员（五险一金）,上海迪扬信息科技有限公司,上海-静安区,6-8千/月,11-26
32,银行催收专员月薪5000+/入职五险一金（新职场扩招）,江苏勇乾信息科技有限公司成都分公...,成都-成华区,0.5-1万/月,11-26
33,电话催收专员,江苏冉拓企业管理有限公司,南京-玄武区,2-4万/月,11-26
34,催收专员（长安）(J21800),捷信消费金融有限公司,西安-长安区,1-1.5万/月,11-26
35,岳麓区催收专员5000+住宿,长沙川谷信息科技有限公司,长沙-岳麓区,6-8千/月,11-26
36,催收专员（3000+双休+五险）,苏州宇信企业管理服务有限公司河南...,郑州-二七区,6-8千/月,11-26
37,高薪聘请电话催收专员,深圳市融关资产管理有限公司武汉分...,武汉-江夏区,0.6-1.2万/月,11-26
38,催收专员（双休+五险一金）,联信集团广州分公司,广州-天河区,0.8-1万/月,11-26
39,催收专员,深圳市爱租机科技有限公司,深圳-南山区,0.6-1.2万/月,11-26
40,电话催收专员,陕西正泽投资咨询有限公司,西安-新城区,0.4-1万/月,11-26
41,催收专员,深圳市汇诚征信管理顾问有限公司,广州-越秀区,0.3-1万/月,11-26
42,电话催收专员,深圳市远晨科技有限公司广州分公司...,广州-天河区,0.8-1万/月,11-26
43,电话催收专员,陕西铭鼎企业管理咨询有限公司,西安,4-8千/月,11-26
44,住宿+保底4.4K+银行咨询热线客服/风控催收专员,深圳市付通云数据科技服务有限公司...,深圳-福田区,0.8-1.6万/月,11-26
45,催收专员,成都邦克岚企业管理有限公司,成都-高新区,4.5-6千/月,11-26
46,法务催收专员,湖北云思鹤科技有限公司,武汉-洪山区,6-8千/月,11-26
47,电话催收专员(急招+高薪+五险）,沈阳俊采人力资源有限公司,沈阳-大东区,6-8千/月,11-26
48,催收专员（南宁江南）,深圳市中安信业创业投资有限公司西...,南宁,3-5千/月,11-26
49,外访催收专员,重庆东知法律咨询有限公司昆明分公...,昆明-官渡区,6-8千/月,11-26
50,催收专员 带薪培训 综薪7k,云杉信息,成都-武侯区,6-8千/月,11-26
51,电话催收专员,武汉华银百汇科技有限公司,武汉-洪山区,4-6千/月,11-26
52,合规催收专员+高提成+丰富奖金福利,深圳市归诚鑫安资产管理有限公司,深圳-龙岗区,0.6-1.2万/月,11-26
53,电话催收专员+急聘,鼎益信（深圳）投资控股有限公司,深圳-龙华新区,0.8-1万/月,11-26
54,催收专员,北京宇信鸿泰信息技术有限公司,大连-中山区,6-8千/月,11-26
55,银行信用卡电话催收专员,信达利（福州）企业管理咨询有限公...,青岛-李沧区,6-8千/月,11-26
56,催收专员 无责任底薪3000+提成，月薪8000+,武汉夏服企业管理有限公司,武汉-洪山区,1-1.5万/月,11-26
57,催收专员（无责底薪+高提成+朝九晚六双休）,武汉市东启企业管理有限公司,武汉-江汉区,0.8-1万/月,11-26
58,M1催收专员/双休/地铁口,广州欢创劳务派遣有限公司,广州-天河区,0.8-1万/月,11-26
59,急招电话催收专员6K起,浙江合盛企业管理咨询有限公司,长沙-雨花区,0.8-1万/月,11-26
60,电话催收专员（底薪加提成）,广东浩传管理服务有限公司成都分公...,成都-锦江区,0.8-1万/月,11-26
61,朝阳区电话催收专员,上海浚汰商务咨询有限公司,北京-朝阳区,1-1.5万/月,11-26
62,催收专员(电话催收M0，M1，M2),铂锌科技,无锡-无锡新区,6-8千/月,11-26
63,电话催收专员,成都金恒润泽企业管理有限公司,成都-武侯区,0.6-1.5万/月,11-26
64,信用卡逾期催收专员,武汉平维达投资管理有限公司,武汉-江汉区,0.6-1.2万/月,11-26
65,信用卡催收专员,杭州高信资产管理有限公司,杭州-萧山区,1-1.5万/月,11-26
66,电话催收专员,上汽通用汽车金融有限责任公司,上海-浦东新区,0.8-1万/月,11-26
67,信用卡催收专员,广东德森金融企业服务有限公司中山...,中山,0.8-1万/月,11-26
68,包吃住招催收专员,深圳景安盛科技发展有限公司,深圳-龙岗区,0.6-1.2万/月,11-26
69,金融催收专员,深圳市融关资产管理有限公司广州分...,广州-海珠区,0.5-1万/月,11-26
70,催收专员 月薪8000起+餐费补助+做五休二,上海煜沿网络科技有限公司,上海-浦东新区,0.8-1万/月,11-26
71,信用卡催收专员,济南万和企业管理咨询有限公司,泉州,6-8千/月,11-26
72,催收专员,北京互联企信信息技术有限公司,北京-海淀区,4.5-6千/月,11-26
73,催收专员（银行信用卡）,青岛联信商务咨询有限公司深圳分公...,深圳-福田区,0.6-1.2万/月,11-26
74,电话催收专员5k+8小时工作制,深圳市融泰商务服务有限公司,重庆-渝北区,4.5-6千/月,11-26
75,外访催收专员,青岛联信商务咨询有限公司银川分公...,银川,0.8-1万/月,11-26
76,M1催收专员（双休+晚餐+6险1金）,武汉先觉鸿燊网络科技有限公司,武汉-洪山区,0.8-1万/月,11-26
77,6k聘风控催收专员/电话客服+岳麓区,深圳市仕通咨询服务有限公司,长沙-岳麓区,0.6-1.2万/月,11-26
78,浦口区桥北信用卡催收专员.,南京友西财务咨询服务有限公司,南京-浦口区,5-8千/月,11-26
79,电话催收专员,杭州玖晟企业管理有限公司,杭州-拱墅区,1-1.5万/月,11-26
80,高薪直聘电话催收专员,西安维骏金融服务外包有限公司,西安-莲湖区,6-8千/月,11-26
81,车贷催收专员,京北方信息技术股份有限公司BPO,上海-浦东新区,6-8千/月,11-26
82,三元里大道-催收专员（风险控制）,CBC（北京）信用管理有限公司广东...,广州,0.5-1.4万/月,11-26
83,高薪诚聘催收专员,深圳华川财富投资管理有限公司,深圳-福田区,0.8-1万/月,11-26
84,汽车金融催收专员,杭州猿宝互联网科技有限公司,杭州-萧山区,5-8千/月,11-26
85,信用卡逾期催收专员（五险）,武汉龙方商务咨询有限公司,武汉-江岸区,0.5-1万/月,11-26
86,银行信控/催收专员（信用卡催收客服）,高柏（中国）企业管理咨询有限公司...,深圳-福田区,0.5-2万/月,11-26
87,（行政班）电话催收专员,深圳万乘联合投资有限公司广西分公...,南宁,0.5-1.2万/月,11-26
88,电话催收专员+五险一金5000+,深圳市深创联金融服务有限公司长沙...,长沙-芙蓉区,0.8-1万/月,11-26
89,诚聘电话催收专员,湖北金霖兴信用管理有限公司,武汉-东西湖区,0.3-1万/月,11-26
90,催收专员,上海吉玛制药技术有限公司,上海-浦东新区,4-8千/月,11-26
91,电话催收专员,佛山市恒鑫商务服务有限公司广州分...,广州-白云区,0.6-1万/月,11-26
92,风控催收专员,联信集团南京分公司,南京-鼓楼区,0.8-1万/月,11-26
93,银行信用卡催收专员,成都银信通企业管理咨询有限公司,成都-成华区,0.8-1.5万/月,11-26
94,催收专员,河南德耐赫企业管理咨询有限公司,郑州-金水区,0.5-1万/月,11-26
95,电话催收专员-周末双休,武汉赤侧商务咨询有限公司,武汉-洪山区,0.8-1万/月,11-26
96,车贷催收专员,上海基诚资产管理有限公司,合肥-庐阳区,5-8千/月,11-26
97,信用卡催收专员,联信集团苏州分公司,苏州-姑苏区,6-8千/月,11-26
98,账户管理催收专员（南湖）,广州晟捷企业管理服务有限公司武汉...,武汉-洪山区,6-8千/月,11-26
99,电话催收专员+五险+轻轨旁,深圳市君正云科技有限公司,重庆-渝中区,4.5-6千/月,11-26
100,电话催收专员（六险一金+合肥）,深圳市中安信业创业投资有限公司（...,合肥-蜀山区,6-8千/月,11-26
101,电话催收专员,南通灿谷汽车信息咨询服务有限公司...,南通,4.5-9千/月,11-26
102,催收专员（高提成+五险一金）,武汉祺方法律服务有限公司,武汉-洪山区,4-8千/月,11-26
103,催收专员（电话催/外访催）,高柏（中国）企业管理咨询有限公司...,广州-越秀区,5-7千/月,11-26
104,银行风控催收专员（专业经验不限）,深圳中南人力资源有限公司,深圳-福田区,1-1.5万/月,11-26
105,催收专员,江苏和盛中联工程机械有限公司,南京-江宁区,6-8千/月,11-26
106,银行信用卡电话催收专员（地铁直达）,石家庄仁创企业管理咨询有限公司武...,武汉-武昌区,0.6-1万/月,11-26
107,电话催收专员,深圳市德泰保险公估有限公司,深圳-罗湖区,4.5-6千/月,11-26
108,催收专员,深圳市恒源昊信息科技有限公司,苏州-吴中区,0.8-1.2万/月,11-26
109,电话催收专员,广东创易科技有限公司,异地招聘,0.8-1万/月,11-26
110,信贷催收专员 呼叫客服+包住,深圳市融泰商务服务有限公司,深圳-罗湖区,0.8-1万/月,11-26
111,信用卡 催收专员 月薪8000 免费行服 5险1金,鸣腾（上海）贸易有限公司,上海-浦东新区,0.8-1万/月,11-26
112,金融港电话催收专员+月均6k起,武汉市精英网络科技有限公司,武汉-江夏区,6-8千/月,11-26
113,催收专员,杭州礼仁科技有限公司,杭州-萧山区,6-8千/月,11-26
114,包住5000电话催收专员,深圳市汇聚才企业管理顾问有限公司...,深圳-罗湖区,6-8千/月,11-26
115,银行电话催收专员高薪直聘,湖北中亿拓博企业管理咨询有限公司...,武汉-江夏区,0.8-1.5万/月,11-26
116,诚聘电话催收专员正常休假,武汉汇十资产管理有限公司,武汉-洪山区,0.8-1万/月,11-26
117,催收专员汪家墩,湖北中亿拓博企业管理咨询有限公司...,武汉-洪山区,0.8-1.6万/月,11-26
118,电话催收专员,江苏嵩鹄信联企业服务有限公司,苏州-姑苏区,6-8千/月,11-26
119,信用卡催收专员（福利齐全+带薪培训）,致融鑫达金融服务外包（北京）有限...,广州-越秀区,0.6-1万/月,11-26
120,催收专员,上海天锐融资租赁有限公司,上海-宝山区,5-8千/月,11-26
121,催收专员,安徽迪科数金科技有限公司西安分公...,西安-雁塔区,0.6-1万/月,11-26
122,电话催收专员,合肥泉文国财务信息咨询有限公司,天津,4-6千/月,11-26
123,电话催收专员,杭州维仕金融服务有限公司青岛分公...,武汉-江岸区,4.5-8千/月,11-26
124,电话催收专员,广东浩传管理服务有限公司海南分公...,海口,0.3-1.2万/月,11-26
125,电话催收专员甲方内催M1,上海昱胜人力资源服务有限公司,上海-浦东新区,0.8-1.2万/月,11-26
126,催收专员,南京协融信息咨询有限公司,南京-鼓楼区,0.6-1万/月,11-26
127,信用卡催收专员/电话客服（五险一金+早九晚六）,杭州德臻信息咨询服务有限公司广州...,广州-白云区,1-1.5万/月,11-26
128,催收专员+周末双休+五险一金,湖南华威金安企业管理有限公司,武汉-江夏区,0.8-1万/月,11-26
129,电话催收专员,高柏（上海）管理咨询有限公司云南...,昆明-五华区,0.4-1万/月,11-26
130,信用卡催收专员 高薪急聘,沈阳市三合商务信息咨询有限公司,沈阳-皇姑区,4-8千/月,11-26
131,催收专员（高级）,维度金融外包服务（苏州）有限公司...,成都,0.8-1万/月,11-26
132,法务催收专员,上海财安金融服务集团股份有限公司...,青岛-市北区,4.5-6千/月,11-26
133,呼叫中心客服专员/信贷电话催收专员/风险控制/月均9k,武汉市捷宜泰商务咨询有限公司,武汉-洪山区,0.8-1万/月,11-26
134,政务催收专员五险一金7K,合肥普惠特投资咨询有限公司,合肥-蜀山区,6-8千/月,11-26
135,催收专员,平安法律服务所,昆明-西山区,4.5-6千/月,11-26
136,催收专员-月休8天,广东汇联资产管理有限公司,东莞-莞城区,6-8千/月,11-26
137,光电园双休六险一金催收专员,武汉铭图人力资源有限公司,重庆-渝北区,0.8-1万/月,11-26
138,催收专员5K+住宿,湖南云谷人力资源服务有限公司,长沙-岳麓区,6-8千/月,11-26
139,电话催收专员,青岛联信商务咨询有限公司天津分公...,天津,6-8千/月,11-26
140,催收专员（朝九晚六+周末双休+六险一金）,宜信公司,西安-雁塔区,0.5-1万/月,11-26
141,银行催收专员+双休,广州聚点量子网络科技有限公司,广州-越秀区,4.5-6千/月,11-26
142,银行信用卡催收专员,上海盛赞企业管理有限公司,上海-浦东新区,0.8-1万/月,11-26
143,信用卡催收专员 内部编制 六险二金 做五休二,长兴建丰投资管理有限公司,上海-浦东新区,0.8-1.2万/月,11-26
144,贷后催收专员+晋升空间,河南互连众信企业征信有限公司,郑州-金水区,6-8千/月,11-26
145,交通银行催收专员,交通银行,广州-越秀区,15-20万/年,11-26
146,外访催收专员,武汉市易善汉鼎信用管理咨询有限公...,武汉-武汉经济...,0.8-1万/月,11-26
147,电话催收专员,深圳市洪瑞资产管理有限公司武汉分...,武汉-武昌区,0.8-1万/月,11-26
148,银行催收专员+月休8天,广州朔影贸易有限公司,广州-天河区,5.5-7千/月,11-26
149,电话催收专员,杭州坤泽实业股份有限公司宁波分公...,宁波-海曙区,0.4-1万/月,11-26
150,银行催收专员（无需销售）,广州银行信用卡中心,广州-海珠区,6-8千/月,11-26
151,联信诚聘催收专员（优厚工资待遇）,联信集团大连分公司,大连-沙河口区,6-8千/月,11-26
152,电话催收专员,深圳市融泰商务服务有限公司,苏州,0.8-1.2万/月,11-26
153,法务催收专员/管理岗地铁口五险8-12K,深圳市深创联金融服务有限公司武汉...,武汉,0.8-1万/月,11-26
154,电话催收专员（上市名企）合法催收,内蒙古万悟企业管理咨询服务有限公...,武汉-洪山区,4.5-6千/月,11-26
155,金融港催收专员6K-1W双休,武汉后起之秀人力资源有限公司,武汉-洪山区,0.6-1万/月,11-26
156,银行催收专员（行政班周末双休）,广州德广信息科技有限责任公司,广州-海珠区,6-8千/月,11-26
157,法务催收专员（五险+月均6k-7k),深圳新思法律咨询有限公司湖南分公...,长沙-芙蓉区,6-8千/月,11-26
158,客服催收专员/6K-15K/银行资源/年轻团队/晋升空间大m,深圳艾特英才企业管理有限公司,深圳-南山区,6-8千/月,11-26
159,催收专员+无责底薪3300五险一金,成都驹集科技有限公司,成都-高新区,0.6-1万/月,11-26
160,(福田）8K 交行催收专员,深圳市紫云芯电子科技有限公司,深圳-福田区,0.8-1万/月,11-26
161,催收专员/电销：保底3400起+双休,南京亿咖科技有限公司,包头,4.5-6千/月,11-26
162,高薪诚聘催收专员,成都银泰元企业管理咨询服务有限公...,成都-双流区,3-8千/月,11-26
163,银行信用卡催收专员+月薪5K,成都尚丰竭诚商贸有限公司,成都-武侯区,4-6千/月,11-26
164,杭州信用卡催收专员,哈尔滨市蒙翔科技有限公司,杭州-下城区,6-8千/月,11-26
165,电话催收专员,广州世诚房地产销售代理有限公司,广州-天河区,2-2.5万/月,11-26
166,广发小额催收专员+不加班+包住+双休朝九晚六五险一金,安徽红杉网络科技有限公司,合肥-滨湖新区,4.5-6千/月,11-26
167,预提醒电话催收专员+月均7k起,武汉市锐捷泰网络科技有限公司,武汉-洪山区,6-8千/月,11-26
168,催收专员 无责底薪+高提成 五险一金 年终奖,传众网络科技,武汉-洪山区,0.8-1万/月,11-26
169,底薪350000蚂蚁花呗催收专员，五险一金双休包住,合肥利鸣信息技术有限公司,合肥-蜀山区,0.6-1万/月,11-26
170,招联催收专员朝九晚六,湖北省弘一人力资源管理有限公司,武汉-洪山区,4.5-6千/月,11-26
171,平安正编福利待遇好/催收专员,深圳平安综合金融服务有限公司合肥...,济南-历城区,6-8千/月,11-26
172,平安信用卡催收专员（正式工）,深圳平安综合金融服务有限公司合肥...,深圳-福田区,6-8千/月,11-26
173,银行催收专员/近地铁 实习/双休,广州合景会商务服务有限公司,广州-海珠区,4.5-6千/月,11-26
174,催收专员 均薪8k 周末双休,云思信息,成都-高新区,0.8-1万/月,11-26
175,电话催收专员（正式编制）,深圳平安综合金融服务有限公司合肥...,无锡-梁溪区,0.8-1万/月,11-26
176,拍拍贷诚聘催收专员+底薪3800+六险一金+朝九晚六p,合肥创科思铭系统集成技术有限公司...,合肥-滨湖新区,0.8-1万/月,11-26
177,底薪3700+催收专员（提醒专员、五险一金、周末休）,蓝谷信息,合肥-蜀山区,0.8-1万/月,11-26
178,逾期客户催收专员（提供住宿）,深圳市天域人力资源有限公司,深圳-龙华新区,0.8-1.2万/月,11-26
179,软件园/催收专员4K+,武汉恺尔睿信息咨询有限公司,武汉-洪山区,4-9千/月,11-26
180,甲方直聘M1催收专员+月薪8K,数据天空科技,成都-高新区,0.8-1万/月,11-26
181,催收专员（要有1年以上催收经验）包吃,上海坤菊商务咨询有限公司,上海-浦东新区,0.8-1.2万/月,11-26
182,滨湖催收专员-甲方内催/六险一金无责底薪4K,学和信息科技,合肥-滨湖新区,0.8-1万/月,11-26
183,催收专员,深圳市啦啦配送有限公司,深圳-福田区,0.6-1万/月,11-26
184,账单催收专员6k 无销售性质1,武汉市洪元泰数据科技有限公司,武汉-江夏区,6-8千/月,11-26
185,环球中心+3000底薪催收专员,云尚科技,成都-高新区,0.8-1万/月,11-26
186,大运诚招催收专员,润迅（深圳）客服中心有限公司,深圳-龙岗区,0.6-1.2万/月,11-26
187,光谷催收专员6k+周末双休,醒着梦企业策划咨询（武汉）有限责...,武汉-江夏区,0.8-1万/月,11-26
188,商务中心--催收专员,重庆渝丰电线电缆有限公司,重庆-九龙坡区,4-7千/月,11-26
189,保底4000贷后催收专员（青羊区）,四川省强聘企业管理咨询有限公司,成都-青羊区,6-8千/月,11-26
190,催收专员+朝九晚六+高底薪+高提成+五险,广州铠杰信用管理有限公司,广州-天河区,0.8-1万/月,11-26
191,M2催收专员12k+入职五险一金,知学咨询,成都-高新区,0.8-1.3万/月,11-26
192,蜀山银行催收专员7K五险一金双休住宿,合肥普惠特投资咨询有限公司,合肥-蜀山区,5-8千/月,11-26
193,小贷催收专员,广东盛迪嘉集团有限公司,深圳-南山区,5-7千/月,11-26
194,T银行催收专员+六险二金,安徽风澈网络科技有限公司,济南-历城区,0.8-1万/月,11-26
195,电话催收专员底薪4500,深圳市广捷易网络科技有限公司,深圳-福田区,0.8-1万/月,11-26
196,平安银行催收专员（正式编制）,深圳平安综合金融服务有限公司合肥...,深圳-福田区,6-8千/月,11-26
197,催收专员/六险一金,鑫嘉信息咨询,深圳-罗湖区,6-8千/月,11-26
198,6000催收专员+双休,深圳市天创伟业科技有限公司,深圳-福田区,6-8千/月,11-26
199,M0-1催收专员（6k起/双休）,陕西君林商贸有限公司,广州-天河区,0.5-1万/月,11-26
200,龙华/催收专员/客服代表/7K,深圳市俊能科技有限公司,深圳-南山区,6-8千/月,11-26
201,风控催收专员,上海通易企业管理顾问有限公司,上海,1-1.5万/月,11-26
202,（清湖地铁口）电话催收专员,深圳市金壹壹企业管理咨询有限公司...,深圳-龙华新区,0.8-1万/月,11-26
203,7-10k催收专员入职交五险一金Z,上海通才电子商务有限公司,上海-浦东新区,0.7-1万/月,11-26
204,软件园附近无责3.5K+包住催收专员,武汉金翰管家科技有限公司,武汉-洪山区,6-8千/月,11-26
205,交行催收专员（交行一手内催),交通银行股份有限公司太平洋信用卡...,广州-越秀区,0.8-1.6万/月,11-26
206,信用卡电话催收专员+提供住宿,深圳市润鑫晨客服中心有限公司,深圳-福田区,6-8千/月,11-26
207,高薪银行信用卡催收专员,广东德森金融企业服务有限公司杭州...,杭州-江干区,6-8千/月,11-26
208,电话催收专员,深圳市信优泰企业管理顾问有限公司...,长沙-岳麓区,0.8-1万/月,11-26
209,电话催收专员/新项目晋升大,深圳通联金融网络科技服务有限公司...,武汉-洪山区,6-8千/月,11-26
210,高薪诚聘催收专员,东莞市广骏通企业管理服务有限公司...,广州-白云区,0.5-1.2万/月,11-26
211,诚聘银行催收专员+五险一金 （可提供住宿）h,成都探鸣科技有限公司,成都-龙泉驿区,4.5-8千/月,11-26
212,福田电话催收专员+六险二金,深圳市华信通联电子商务有限公司,深圳-福田区,0.6-1.6万/月,11-26
213,6K电话催收专员（双休）,广州市慕业商贸有限公司,广州-荔湾区,5-8千/月,11-26
214,催收专员+五险一金+奖金,上海鸿渐广告有限公司,上海-浦东新区,0.7-1.1万/月,11-26
215,催收专员+员工饭堂+月休8天,广州点金网络科技有限公司,广州-天河区,4-7千/月,11-26
216,徐东无责3500招电话催收专员,武汉君大企业管理有限公司,武汉-武昌区,6-8千/月,11-26
217,w光谷/电话催收专员/小额分期/信贷催收,武汉市通诚达企业管理顾问有限公司...,武汉-洪山区,0.8-1万/月,11-26
218,银行8K招催收专员+双休,深圳市兴邦科技发展有限公司,深圳-龙岗区,0.8-1万/月,11-26
219,催收专员+餐补+提成,杭州子阳健康管理有限公司,杭州-西湖区,6-8千/月,11-26
220,电话催收专员,武汉鑫凯众企业管理有限公司,武汉-汉阳区,0.8-1万/月,11-26
221,花呗/借呗催收专员五险一金客服公寓住宿双休5K+客服,合肥云杉信息技术有限公司,合肥-高新区,4.5-7.5千/月,11-26
222,催收专员包住+高提成,深圳市亦弘财经有限公司,深圳-罗湖区,4.5-6千/月,11-26
223,催收专员+正编岗位+五险一金,武汉东海之光国际旅行社有限公司,武汉-洪山区,6-8千/月,11-26
224,配车外访催收专员,河南久久众创空间有限公司,郑州-金水区,0.8-1万/月,11-26
225,广州银行催收专员+社保+无责任,广州市尔麋芝企业管理有限公司,广州-越秀区,7-8千/月,11-26
226,海珠广场M2催收专员（双休+6K）,广西弘昌文化有限公司,广州-越秀区,6-8千/月,11-26
227,电话催收专员/双休/月入8k/洪山区,武汉市泰信捷资产管理有限公司,武汉-江夏区,0.8-1万/月,11-26
228,非销售/催收专员,深圳瑞博顺科技有限公司,深圳-龙华新区,0.8-1万/月,11-26
229,高新区催收专员朝九晚六包住月薪8K,安徽成智人力资源管理有限公司,合肥-高新区,0.5-1万/月,11-26
230,电话催收专员 底薪4K-4.5K,上海良欣企业管理有限公司,上海-浦东新区,0.8-1.5万/月,11-26
231,催收专员/客服代表/风险控制/m1短账龄/双休,武汉市优信捷信息科技有限公司,武汉-洪山区,0.8-1万/月,11-26
232,电话催收专员,安徽木子氏商务咨询有限公司,合肥-庐阳区,1-1.5万/月,11-26
233,金融港高级催收专员+底薪3800+五险一金,合肥联动在线信息科技有限公司,合肥-滨湖新区,0.6-1万/月,11-26
234,催收专员M1 月薪8K 华师,山西硕博教育咨询有限公司,广州-天河区,0.8-1万/月,11-26
235,催收专员/软件园/双休/8000+/餐补,深圳市鸿泰企业管理有限公司,武汉-东湖新技...,6-8千/月,11-26
236,催收专员,苏州市云彩画广告文化传播有限公司...,苏州-工业园区,4-7千/月,11-26
237,电话催收专员6-8K/五险一金,厦门游奕网络科技有限公司,广州-越秀区,3-4.5千/月,11-26
238,催收专员,上实融资租赁有限公司,上海-虹口区,10-18万/年,11-26
239,银行催收专员J 免费班车,成都浩信云企业管理有限公司,成都-青羊区,0.5-1万/月,11-26
240,账龄M0-M1前段风控催收专员,平安普惠投资咨询有限公司上海第一...,上海-浦东新区,1-1.5万/月,11-26
241,软件园/金融港信贷催收专员（保底4200+高提成）,武汉市新鸿信企业管理咨询有限公司...,武汉-洪山区,0.8-1万/月,11-26
242,催收专员/无销售/双休,广州优奇信息科技有限公司,广州-天河区,6-8千/月,11-26
243,账龄M0-M1前段风控催收专员 提醒客服,平安直通咨询有限公司上海分公司,上海-浦东新区,1-1.5万/月,11-26
244,催收专员/薪资8k,昆山易业信息科技有限公司,昆山,0.8-1万/月,11-26
245,催收专员/电催+五险一金7k,上海鸿渐广告有限公司,上海-浦东新区,0.7-1.5万/月,11-26
246,M1催收专员（双休/6k起）,广州市斯迪电子科技有限公司,广州-越秀区,0.6-1.2万/月,11-26
247,7000五险急聘催收专员,江西新思商务咨询有限公司,南昌-红谷滩新...,0.8-1万/月,11-26
248,逾期催收专员/M1内催/月入8K+六险一金,湖北知了网络科技有限公司,武汉-洪山区,0.8-1万/月,11-26
249,急招蘑菇街催收专员+西湖区i,杭州腾通广告策划有限公司,杭州-西湖区,6-8千/月,11-26
250,M1催收专员/双休/五险一金 Z,九龙坡区九龙园区智博汇科技服务中...,重庆-渝北区,4.5-6千/月,11-26
251,催收专员,英伦资本金融集团公司,广州-天河区,4-6千/月,11-26
252,电话催收专员,平安普惠投资咨询有限公司昆山前进...,昆山,1.5-2万/月,11-26
253,电话催收专员,深圳市诚信泰达企业管理顾问有限公...,深圳-罗湖区,0.8-1万/月,11-26
254,风控部贷后催收专员,平安直通咨询有限公司上海分公司,上海-浦东新区,1-1.5万/月,11-26
255,银行催收专员J 班车接送,四川金柚子商务服务有限公司,成都-锦江区,5-8千/月,11-26
256,催收专员/月薪15000+双休,上海锦陌信息科技有限公司,上海-浦东新区,1-1.5万/月,11-26
257,催收专员,中国民生银行股份有限公司珠海分行...,珠海,0.4-1万/月,11-26
258,广州银行催收专员,深圳市三斗电子科技有限公司,广州-越秀区,7-8千/月,11-26
259,天河-逾期账户催收专员,广州欢乐创餐饮管理有限公司,广州-天河区,6-8千/月,11-26
260,浦东催收专员五险一金K,上海通才电子商务有限公司,上海-浦东新区,0.7-1.1万/月,11-26
261,电话催收专员/4.5k底薪,广东润杨通信服务有限公司,广州-越秀区,4.5-8千/月,11-26
