,title,company,place,salary,publish_time
281,高级C/C++开发工程师(数据挖掘与分析),北京智维盈讯网络科技有限公司,北京-朝阳区,2-3万/月,2月25日
282,高级数据挖掘工程师,乐普（北京）医疗器械股份有限公司...,北京,1-2万/月,2月25日
283,数据挖掘分析（出差东莞）,深圳索信达数据技术有限公司,异地招聘,1.2-2万/月,2月24日
284,数据挖掘工程师,上海溯因智能科技有限责任公司,上海-闵行区,12-20万/年,2月23日
285,数据挖掘工程师,体奥动力（北京）体育传播有限公司...,北京-朝阳区,1.8-3万/月,2月23日
286,数据挖掘工程师,北京华宇泰聚科技有限公司,北京-海淀区,1.5-2万/月,2月22日
287,高级数据挖掘工程师,鹏元征信有限公司,深圳,2.5-3.5万/月,2月22日
288,初级数据挖掘工程师（DXhxb）(J11513),北京东方国信科技股份有限公司,异地招聘,0.7-1万/月,2月21日
289,数据挖掘工程师,广州多益网络股份有限公司,广州-黄埔区,1.5-2.5万/月,2月21日
290,数据挖掘工程师,上海爱可生信息技术股份有限公司,上海,1.5-3万/月,2月19日
291,数据挖掘工程师,北京希为科技有限公司,深圳-罗湖区,1.5-2.5万/月,2月17日
292,数据挖掘开发工程师-上海,云从科技,上海,3-4万/月,2月14日
293,大数据开发分析/数据挖掘,尖刀视智能科技（上海）有限公司,上海-闵行区,30-40万/年,2月13日
294,数据挖掘工程师,武汉东湖大数据交易中心股份有限公...,武汉-东湖新技...,1.2-2.5万/月,2月13日
295,数据挖掘工程师,MobData大数据云平台,上海-徐汇区,1.5-2万/月,2月12日
296,数据挖掘实习生,释斯科技（上海）有限公司,杭州-余杭区,200-200元/天,2月10日
297,软件工程师（数据挖掘方向）,方大集团股份有限公司,深圳-南山区,2-4万/月,2月9日
298,高级数据挖掘分析师,成都海天数联科技有限公司,成都-高新区,1.5-2.5万/月,2月9日
299,数据挖掘工程师,普育吧科教技术（北京）有限公司华...,武汉,1-1.5万/月,2月8日
