,title,company,place,salary,publish_time
601,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-23
602,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-23
603,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-23
604,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-23
605,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-23
606,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-23
607,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-23
608,包河区高薪催收专员（五险一金+双休+补助）,合肥小海樽科技有限公司,合肥-包河区,0.5-1万/月,11-22
609,资产保全专员五险一金月休八天,合肥小海樽科技有限公司,合肥-包河区,6-8千/月,11-22
610,催收专员五险一金月休八天5K起,合肥小海樽科技有限公司,合肥-包河区,6-8千/月,11-22
611,信用资产管理丨月休8天丨包吃丨月薪6k,合肥小海樽科技有限公司,合肥-包河区,6-8千/月,11-22
612,包河信贷资产评估专员（五险一金+月休8天+朝九晚六）,合肥小海樽科技有限公司,合肥-包河区,6-8千/月,11-22
613,交通银行五险一金M1催收客服六千+,合肥雅诚电子科技有限公司,合肥-滨湖新区,5-7千/月,11-22
614,8000催收客服/销售代表五险一金包住,合肥雅诚电子科技有限公司,合肥-滨湖新区,6-8千/月,11-22
615,龙华催收专员,志业投资控股（深圳）有限公司,深圳-龙华新区,0.8-1万/月,11-22
616,信用卡催收专员,上海一诺银华服务外包有限公司,哈尔滨-南岗区,6-8千/月,11-22
617,催收员/电话销售/呼叫中心客服,上海一诺银华服务外包有限公司,济南-历下区,0.4-1万/月,11-22
618,信用卡/车贷催收专员,上海一诺银华服务外包有限公司,太原,6-8千/月,11-22
619,催收员/电话销售/呼叫中心客服,上海一诺银华服务外包有限公司,长沙-岳麓区,0.5-1.5万/月,11-22
620,信用卡催收专员（天津）,上海一诺银华服务外包有限公司,天津-和平区,0.6-1万/月,11-22
621,电话催收专员（杭州）,上海一诺银华服务外包有限公司,杭州-西湖区,1-1.5万/月,11-22
622,催收员/电话销售/呼叫中心客服,上海一诺银华服务外包有限公司,南京-秦淮区,1-1.5万/月,11-22
623,信用卡催收专员,上海一诺银华服务外包有限公司,太原,4.5-6千/月,11-22
624,信用卡催收专员,上海一诺银华服务外包有限公司,郑州-管城回族...,0.8-1万/月,11-22
625,催收专员,上海一诺银华服务外包有限公司,长春-南关区,1-1.5万/月,11-22
626,信用卡催收专员,上海一诺银华服务外包有限公司,济南-历下区,6-8千/月,11-22
627,信用卡催收专员,上海一诺银华服务外包有限公司,兰州,6-8千/月,11-22
628,信用卡催收专员,上海一诺银华服务外包有限公司,兰州,6-8千/月,11-22
629,电话催收专员,上海一诺银华服务外包有限公司,呼和浩特,6-8千/月,11-22
630,信用卡催收专员,上海一诺银华服务外包有限公司,长春-南关区,0.8-1万/月,11-22
631,催收专员,上海一诺银华服务外包有限公司,南昌-西湖区,4.5-6千/月,11-22
632,信用卡催收专员,上海一诺银华服务外包有限公司,贵阳,0.8-1万/月,11-22
633,信用卡催收专员,上海一诺银华服务外包有限公司,包头,6-8千/月,11-22
634,外访员,上海一诺银华服务外包有限公司,西安-莲湖区,6-8千/月,11-22
635,信用卡催收专员/电话催收,上海一诺银华服务外包有限公司,上海-静安区,1-1.5万/月,11-22
636,电话客服/催收专员（高额提成）,志业投资控股（深圳）有限公司,深圳-龙华新区,0.7-1.4万/月,11-22
637,电话催收专员 +无责任底薪（五休二）,武汉市精英网络科技有限公司,武汉-江夏区,6-8千/月,11-22
638,信用卡催收员,江苏润融企业管理咨询服务有限公司...,徐州,6-8千/月,11-22
639,银行后期客服,江苏润融企业管理咨询服务有限公司...,徐州,6-8千/月,11-22
640,清湖+催收专员+五险一金,志业投资控股（深圳）有限公司,深圳-龙华新区,0.7-1万/月,11-22
641,中信银行客服专员,深圳通联金融网络科技服务有限公司...,合肥-滨湖新区,0.8-1万/月,11-21
642,催收客服（直招汽车西站双休五险一金）,武汉市创鑫泰商务咨询有限公司,长沙-岳麓区,6-8千/月,11-21
643,催收专员+金融港软件园+双休,武汉市精英网络科技有限公司,武汉-洪山区,6-8千/月,11-21
644,电话催收客服（直招汽车西站双休五险一金）,武汉市创鑫泰商务咨询有限公司,长沙-岳麓区,6-8千/月,11-21
645,催收员/电话销售/呼叫中心客服,武汉市创鑫泰商务咨询有限公司,长沙-岳麓区,6-8千/月,11-21
646,催收专员 +无责任底薪/绩效奖金/业绩提成,武汉市创鑫泰商务咨询有限公司,长沙-岳麓区,6-8千/月,11-21
647,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
648,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
649,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
650,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
651,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
652,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
653,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
654,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
655,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
656,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
657,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
658,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
659,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
660,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
661,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
662,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
663,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
664,客服专员客服/助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
665,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
666,客服专员/客服助理/金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
667,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
668,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
669,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
670,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
671,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
672,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
673,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
674,客服专员/助理金融客服催收D,深圳市谨言信息产业有限公司,东莞-莞城区,4.5-6千/月,11-21
675,急聘信用卡(信贷)催收,西安融信安商务服务有限公司,西安-莲湖区,0.5-1万/月,11-21
676,急聘电话催收专员（房补+话补+社保+各种福利）,西安融信安商务服务有限公司,西安-莲湖区,0.6-1.2万/月,11-21
677,电话催收 五险一金 做五休二 年底双薪,武汉市创鑫泰商务咨询有限公司,长沙-岳麓区,6-8千/月,11-20
678,8000催收客服/销售代表五险一金包住,合肥雅诚电子科技有限公司,合肥-滨湖新区,6-8千/月,11-20
679,电话催收专员（急聘）,武汉市创鑫泰商务咨询有限公司,长沙-岳麓区,6-8千/月,11-19
680,催收专员,陕西美安汽车服务有限公司,西安,6-8千/月,11-19
681,电话催收专员,深圳通联金融网络科技服务有限公司...,长沙-岳麓区,0.5-1万/月,11-19
682,银行客服催收专员（五险 一金）,深圳通联金融网络科技服务有限公司...,长沙-岳麓区,0.5-1万/月,11-19
683,资产管理专员/五险一金+高额提成,志业投资控股（深圳）有限公司,深圳-龙华新区,0.8-1万/月,11-19
684,金融业务员（双休地铁站）,深圳市世纪鸿程投资有限公司,深圳,0.5-2万/月,11-19
685,银行电话催收（清湖地铁）,深圳市世纪鸿程投资有限公司,深圳,0.5-2万/月,11-18
686,催收主管,上海唯渡网络科技有限公司,武汉-硚口区,1-1.5万/月,11-18
687,征信卫士,众志启明企业管理咨询南通有限公司...,上海-浦东新区,0.8-2万/月,11-18
688,诚聘电话催收高提成,武汉汇十资产管理有限公司,武汉-洪山区,0.8-1万/月,11-18
689,高薪诚聘电话催收7k+,武汉汇十资产管理有限公司,武汉-洪山区,0.8-1万/月,11-18
690,信用卡催收客服（软件园）,深圳通联金融网络科技服务有限公司...,武汉-洪山区,0.6-1.2万/月,11-17
