,title,company,place,salary,publish_time
286,数据挖掘工程师,北京华宇泰聚科技有限公司,北京-海淀区,1.5-2万/月,02-22
287,高级数据挖掘工程师,鹏元征信有限公司,深圳,2.5-3.5万/月,02-22
288,初级数据挖掘工程师（DXhxb）(J11513),北京东方国信科技股份有限公司,异地招聘,0.7-1万/月,02-21
289,数据挖掘工程师,广州多益网络股份有限公司,广州-黄埔区,1.5-2.5万/月,02-21
290,数据挖掘工程师,上海爱可生信息技术股份有限公司,上海,1.5-3万/月,02-19
291,数据挖掘工程师,北京希为科技有限公司,深圳-罗湖区,1.5-2.5万/月,02-17
292,数据挖掘开发工程师-上海,云从科技,上海,3-4万/月,02-14
293,大数据开发分析/数据挖掘,尖刀视智能科技（上海）有限公司,上海-闵行区,30-40万/年,02-13
294,数据挖掘工程师,武汉东湖大数据交易中心股份有限公...,武汉-东湖新技...,1.2-2.5万/月,02-13
295,数据挖掘工程师,MobData大数据云平台,上海-徐汇区,1.5-2万/月,02-12
296,数据挖掘实习生,释斯科技（上海）有限公司,杭州-余杭区,200元/天,02-10
297,软件工程师（数据挖掘方向）,方大集团股份有限公司,深圳-南山区,2-4万/月,02-09
298,高级数据挖掘分析师,成都海天数联科技有限公司,成都-高新区,1.5-2.5万/月,02-09
299,数据挖掘工程师,普育吧科教技术（北京）有限公司华...,武汉,1-1.5万/月,02-08
